title,Year,Certificate,genres,overview,Runtime,Rating,No.of.Ratings,id,original_language,poster
Shatamanam Bhavati,2017.0,U,Drama            ,    The anguish that negligent children can cause is depicted here from the parents' perspective.,129,7.0,1077,435410.0,te,https://image.tmdb.org/t/p/w500//jYlG2qUdmaeCerlbqyJwBYyeF7u.jpg
Mass,2004.0,UA,"Action, Drama            ",    A man taking revenge on the killers of his loyal friend.,170,6.4,1068,423333.0,te,https://image.tmdb.org/t/p/w500//c3MQ3YZKJadrH2Yv45i07qMHGPM.jpg
Swamy Ra Ra,2013.0,UA,Crime            ,    A small time crook faces a big time challenge: he must fight to retrieve a priceless article and win the heart of his love.,120,7.3,1057,181884.0,te,https://image.tmdb.org/t/p/w500//5RujlBVa6ECjt80xjAlHxfrEZCO.jpg
Ekkadiki Pothavu Chinnavada,2016.0,,"Comedy, Fantasy, Romance            ","    Arjun(Nikhil) is a visual effect supervisor with a bad love failure. One fine day, he takes his friend(Vennela Kishore) for treatment as the latter is possessed by an evil spirit. There he ...                See full summary »",140,7.5,1056,426614.0,te,https://image.tmdb.org/t/p/w500//oJ6PWpse5OPDYsFSlCFrzOay7fh.jpg
Amazon Obhijaan,2017.0,UA,"Action, Adventure            ","    Shankar, an adventurer, teams up with Anna Florian and her father to travel a thousand miles and fight off every danger to reach the mythical city of El Dorado.",140,4.7,1055,496681.0,te,https://image.tmdb.org/t/p/w500//6nOozjdFiyl4V7i9xasULL9FIc4.jpg
Chi La Sow,2018.0,U,"Comedy, Romance            ","    While Arjun doesn't want to get married, his parents set up a blind date for him at his place. The story revolves around Arjun, how he falls for the girl he's about to meet, why and how he changed his decision to get married.",135,7.8,1054,540215.0,te,https://image.tmdb.org/t/p/w500//56JobIOa39A2VtJfpSbCHnx0yCb.jpg
Kaathala Kaathala,1998.0,U,"Comedy, Drama, Romance            ","    Two friends, both with the name of Lingam, create a comedy of errors and consequent chaos with their girlfriends and their families.",142,7.5,1035,66349.0,te,https://image.tmdb.org/t/p/w500//a499eAixHz3C3P7WbGnKzy8sSvv.jpg
Kanchana 3,2019.0,UA,"Action, Comedy, Horror            ",    A young man who gets easily scared is possessed by a ghost that is seeking revenge.,164,4.2,1034,498580.0,te,https://image.tmdb.org/t/p/w500//r01e7wDHHFl2WaXBBzMhGoZg50t.jpg
Vishnu,2003.0,,"Action, Romance            ","    Vishnu and Vaishnavi are childhood pals. They get separated at a young age. After a gap of 15 years, Vishnu finds Vaishnavi. He does not disclose his identity and instead to win her love on...                See full summary »",180,5.5,1031,78661.0,te,https://image.tmdb.org/t/p/w500//2WQU6lHZMd7y1JHDsTIIgXpFlol.jpg
Rakhi,2006.0,UA,"Action, Drama            ","    A common man after his sister death, he takes the law into his own hands and starts to kill men who harassing women.",173,6.3,1029,683034.0,te,https://image.tmdb.org/t/p/w500//t7hj0MAXoZO1cKLR2ljGaLMmc27.jpg
Oh My Friend,2011.0,,Romance            ,    Age-old analysis on 'can a man and a woman be friends?',130,6.6,1015,86717.0,te,https://image.tmdb.org/t/p/w500//dRUrvQt8j9OGypi0LvbImKp6ZNp.jpg
Balupu,2013.0,UA,"Action, Comedy            ",    Ravi (Ravi Teja) works as a collection agent of ICICI in Bangalore and leads a happy life along with his friends and his father Mohan Rao (Prakash Raj) who wishes to see Ravi married to a ...                See full summary »,145,6.0,1014,204275.0,te,https://image.tmdb.org/t/p/w500//aHCFy6ldaVmVYFBhqF8dBdBDwc9.jpg
Aadavari Matalaku Ardhalu Verule,2007.0,U,"Comedy, Drama, Romance            ","    Ganesh, an unemployed man, lands up in a company where Keerthi, the girl he loves, works but who is already engaged to someone else. Sudden incidents ruin his life and he again comes across her, but refuses to marry her.",157,7.4,1012,80826.0,te,https://image.tmdb.org/t/p/w500//5ODOTnYdBPucewTglpjR3AvnxzG.jpg
Prayanam,2009.0,,Romance            ,"    A boy meets a girl in an airport and falls in love with her, but he has only 2 hours to convince her.",130,7.1,996,437878.0,te,https://image.tmdb.org/t/p/w500//os2X0mS2OtATLK2VOmzObID3hXB.jpg
Antariksham 9000 kmph,2018.0,U,"Adventure, Drama, Sci-Fi            ","    When a satellite stops communicating, the Indian Space Agency need to bring an engineer out of retirement to help them fix the situation.",140,6.0,994,566486.0,te,https://image.tmdb.org/t/p/w500//6BxCMmL33CAyQbIHBYuuA1RPdON.jpg
Konchem Ishtam Konchem Kashtam,2009.0,,Romance            ,    Siddhu always wears a smile on his face but he has sad past. Geeta joins his college. Both fall in love and are ready to get married. But Geeta's father refuses their love unless Siddhu tackle his Past problem.,165,7.0,992,85810.0,te,https://image.tmdb.org/t/p/w500//dT3MwBS3X0FJx22GngeMom8mKI4.jpg
Jamba Lakidi Pamba,1993.0,A,Comedy            ,    A woman living in Visakhapatnam hates male domination in society and reverses the characteristics of men and women with the help of a magical herb.,131,8.2,988,531897.0,te,https://image.tmdb.org/t/p/w500//rNDFX6DpyB4CrkIgTKt0KvqWexV.jpg
Kotigobba 2,2016.0,U,"Action, Drama, Thriller            ",    A real estate agent disguised as burglar swindles from rich and also hoodwinks the police to believe that his identical twin brother is behind the robbery.,162,6.5,987,389952.0,te,https://image.tmdb.org/t/p/w500//5eoB6ENBhvzqn86VFRNu4nYcZEg.jpg
Kaadhal,2004.0,,Romance            ,"    Aishwarya, a convent-girl from a wealthy family in the town of Madurai (Tamil Nadu) falls in love with a young motor-mechanic, Murugan whom she encounters in the street. Faced with the ...                See full summary »",122,7.5,986,752943.0,te,https://image.tmdb.org/t/p/w500//4CUPYqFD0uzt5RGG4Nk5jqoXL8j.jpg
Current Theega,2014.0,A,"Action, Comedy, Romance            ",    Current Theega is a Telugu Action Comedy Romance directed by G. Nageswara Reddy. The village headman Sivarama Raju (Jagapathi Babu) has three daughters and the youngest one is Kavitha. Raju...                See full summary »,128,5.6,978,331939.0,te,https://image.tmdb.org/t/p/w500//fvC2s9G14sPEsHuDQE8S1VWAFSx.jpg
MalliRaava,2017.0,U,"Drama, Romance            ","    The love story of Karthik and Anjali, whose paths cross at three different phases of their lives.",129,8.0,973,100309.0,te,
Saahasam Swaasaga Saagipo,2016.0,,"Action, Romance            ",    A youngster embarks on a road trip with the love of his life until an accident causes things to get out of control.,154,6.9,970,397486.0,te,https://image.tmdb.org/t/p/w500//df6NIFir7KUMrJZtDgRjFQQIobY.jpg
Premam,2016.0,UA,"Comedy, Drama, Romance            ",    Vikram falls in love with three women at different stages of his life which changes him as a person until he finally meets the love of his life.,157,6.5,964,341895.0,te,https://image.tmdb.org/t/p/w500//wfMgsfDrtouYOM6MbrkHtU96Xij.jpg
Johnny,2003.0,U,"Action, Drama            ",    A martial arts coach struggles to earn money through fights in order to save his wife suffering from blood cancer.,180,5.4,964,920220.0,te,https://image.tmdb.org/t/p/w500//6UoWEfDbLm8q9VtrnLRp0ORzbNd.jpg
King,2008.0,,"Action, Comedy, Crime            ",    A hoodlum look-alike assumes the identity of a noble man.,131,6.5,963,1241320.0,te,https://image.tmdb.org/t/p/w500//qZKKwXyZ92K0mIRpf2FbCkQa7oO.jpg
Endrendrum Punnagai,2013.0,UA,"Comedy, Romance            ","    Three best friends, Gautham, Baby and Sri, decide to stay single all their lives. But Baby and Sri get married and Gautham is left alone until Priya comes into his life.",155,6.7,952,243706.0,te,https://image.tmdb.org/t/p/w500//kggSe3wKy8fOfBO5VLqy4cyODMJ.jpg
Mugamoodi,2012.0,,"Action, Adventure            ","    A hopeless young man uses his ""Kung-fu"" skills and mask to tackle a bank robbery group without revealing his identity.",150,4.9,950,69536.0,te,https://image.tmdb.org/t/p/w500//oSW1xrdNMPVRutxYzEOuxIn6gBH.jpg
NTR Mahanayakudu,2019.0,U,"Biography, Drama            ",    A follow up to NTR: Kathanayakudu which was based on N.T. Rama Rao's life and acting career. This movie will focus on his political career.,128,5.4,946,676542.0,te,https://image.tmdb.org/t/p/w500//65PgvZv20xSJZWVTJspGpU5FtcQ.jpg
PSV Garuda Vega,2017.0,UA,"Action, Drama            ","    A hacker tries to sell sensitive data related to a scam and an NIA officer accidentally gets involved, saving him from getting killed.",150,7.9,945,484423.0,te,https://image.tmdb.org/t/p/w500//4t73wlCGvaKkBZUjRplSiBsoyH.jpg
Kurukshetra,2019.0,UA,"History, War            ","    The film is loosely based on the Indian epic Mahabharata and poet Ranna's Gadhayuddha with the story centered upon Duryodhana, a Kaurava king.",185,6.9,939,81782.0,te,https://image.tmdb.org/t/p/w500//1Htj8whWO1haeqerbgWr7VVYxq7.jpg
Uu Kodathara Ulikki Padathara,2012.0,,"Action, Drama, Fantasy            ","    With the help of a young man, a ghost get its revenge for its death.",0,4.9,933,250649.0,te,https://image.tmdb.org/t/p/w500//iySoxZnI2BHaGxTsELv62X1OqQ5.jpg
Mr. Nookayya,2012.0,A,"Action, Comedy            ","    Nookayya (Manoj Manchu), who calls himself Nokia, is an expert cell phone thief. He has a good heart though and together with his friends Nampally (Paruchuri Venkateswara Rao) and Charger (...                See full summary »",140,6.3,928,307769.0,te,https://image.tmdb.org/t/p/w500//wtpPsVqOCWUusGxYP4A4W18xi4h.jpg
Mirapakai,2011.0,UA,"Action, Comedy, Drama            ","    Rishi sends to Hyderabad and join in a college as a Hindi lecturer as a part of an undercover operation. He fall in love with her student Vinamra. Rishi has to extract information about Kittu from Vaishali, another student.",160,6.3,916,57736.0,te,https://image.tmdb.org/t/p/w500//xb4ePZdBvazvqrETSTbjCtQMWj0.jpg
Nenu Meeku Telusa...?,2008.0,,Thriller            ,"    Adi, a wealthy man, loses his memory in an accident, which also leaves his father dead. He is then arrested for the murder of his uncle, but he has no recollection to prove his innocence.",132,6.9,916,82197.0,te,https://image.tmdb.org/t/p/w500//z3oeMTr5F4x95tru1oO7AmKMZVf.jpg
Satya 2,2013.0,A,"Action, Crime, Drama            ","    To build a strong underworld, a man comes to Mumbai to rectify the errors made by previous mafia leaders.",142,6.0,915,242084.0,te,https://image.tmdb.org/t/p/w500//eBwOhSMYvqQHvPpjvkHbXQ1ZDRs.jpg
Pooja,2014.0,UA,"Action, Drama            ","    Vasu, a moneylender, foils a planned attempt to kill a police officer by a gang. This sets the gang's leader, Thaandavam, and his goons against him who find out later that Vasu and his family need to be eradicated on more than one count.",154,5.0,912,1100532.0,te,
Naan Sigappu Manithan,2014.0,UA,"Action, Drama, Thriller            ",    A narcoleptic becomes a vigilante when tragedy strikes.,149,6.5,909,66274.0,te,https://image.tmdb.org/t/p/w500//yeXqE0aLqmdSwfCutMwiJFzTboe.jpg
Sakthi,2011.0,A,"Action, Fantasy            ","    While on a trip, a guide starts protecting the central minister's daughter from some Egyptians who want her and a holy diamond in their custody.",161,3.5,909,373099.0,te,https://image.tmdb.org/t/p/w500//3AtqdF9Epdz3MXMkD34JWbaWJrw.jpg
Uyyala Jampala,2013.0,U,"Drama, Family, Romance            ","    A romantic entertainer between a ""bava"" and a ""maradalu"" set in a contemporary coastal town.",124,7.2,904,247501.0,te,https://image.tmdb.org/t/p/w500//UFezRzBPX5ciROHLHUqmNDcJIc.jpg
Khadgam,2002.0,UA,"Action, Crime, Drama            ","    Koti, an aspiring actor, rickshaw driver Amjad and Radha Krishna, a cop, have all been affected by terrorism. Circumstances bring them together and they decide to foil the plan of a dreaded terrorist.",142,7.7,901,81068.0,te,https://image.tmdb.org/t/p/w500//vBoZU9d5TknaTGG25lKTKa5m6Ct.jpg
Major Chandrakanth,1993.0,,"Action, Drama, Thriller            ",    Major Chandrakanth (NTR) is a sincere military soldier and freedom fighter who always fights for justice. He retires from the military and returns home to his family in Hyderabad. His son ...                See full synopsis »,156,7.3,899,87681.0,te,
Bachchan,2013.0,UA,"Action, Crime, Thriller            ",    A real estate businessman is forced to go on a vengeful crusade after the love of his life is tortured by goons.,145,6.6,898,255993.0,te,https://image.tmdb.org/t/p/w500//osE0KYPoYiA3j78OVhj02OsQGML.jpg
Manu,,A,"Mystery, Romance, Thriller            ","    Photographer Neela and artist Manu share a unique association - their relationship is the only bright spot in their lives and one that gives them hope. However, destiny has other ideas.",180,8.0,891,1172669.0,te,https://image.tmdb.org/t/p/w500//6QyHQxupePfOstGSRvnKvX6E7EQ.jpg
Hyderabad Blues,1998.0,A,"Comedy, Drama, Romance            ","    The protagonist of Hyderabad Blues is Varun, played by the director, Nagesh Kukunoor. The movie revolves around his visit home after 12 years in the USA and his resulting culture shock.",85,7.2,891,97438.0,te,https://image.tmdb.org/t/p/w500//dyp9UN90T4aB2tsa7vKdpmkdkC5.jpg
Bunny,2005.0,U,"Action, Drama            ","    Prior to his marriage, a young man asks for the property of his fiancee's father, a millionaire, to be written in his name.",139,5.7,890,48610.0,te,https://image.tmdb.org/t/p/w500//9CApdJg7tPwLMp2EJy7JudHWMYN.jpg
Ragile Gundelu,1985.0,Unrated,Drama            ,"    After her boyfriend jilts her, a vengeful woman returns to wreak havoc in his married life.",127,4.4,888,100334.0,te,https://image.tmdb.org/t/p/w500//wNcwmRR97ryxZZhg1lPhJ11E5Ec.jpg
Sri Rama Rajyam,2011.0,,"Drama, Fantasy            ","    Lord Rama's life is one of perfect adherence to dharma (righteousness) despite harsh tests of life and time. Sri Rama Rajyam movie explains how poet Valmiki, the author of the epic Ramayana...                See full summary »",172,6.7,885,94987.0,te,https://image.tmdb.org/t/p/w500//gc2sbV8xhxvhGBbKLgT42SWBj7S.jpg
Varudu,2010.0,UA,"Action, Drama, Thriller            ",    A soon to-be married bride is abducted by a man who is obsessed with her.,150,3.5,877,801505.0,te,https://image.tmdb.org/t/p/w500//4J7zfkZBUDADKQdehSwFync1BR0.jpg
Rakshasudu,2019.0,UA,"Action, Crime, Thriller            ",    A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen girls and murders them brutally.,122,8.2,875,606224.0,te,https://image.tmdb.org/t/p/w500//qk9mmDiprsKB2t5d3RjGgoDINEW.jpg
Gharshana,2004.0,A,"Action, Crime, Drama            ",    A vengeful gangster targets and terrorizes an entire police unit and their families.,159,7.3,872,63671.0,te,https://image.tmdb.org/t/p/w500//fWOWOkWHV2HDr6wW0O7E6SPx4oQ.jpg
Gaganam,2011.0,U,"Action, Crime, Thriller            ",    It is up to Ravi (Nagarjuna) who has to rescue a flight from Chennnai to Delhi which is hijacked by Yousuf Khan 's men.,120,7.1,869,59900.0,te,https://image.tmdb.org/t/p/w500//n9OYOo0mZ97la2JnKP06fDg7xdq.jpg
Amar Akbar Anthony,2018.0,,Action            ,    A man suffering from Dissociative Identity Disorder has to take revenge against four businessmen for the murder of his family while his past confronts him in the form of his childhood love.,153,4.3,868,38022.0,te,https://image.tmdb.org/t/p/w500//fnK0pJj3Ntk8P2ED5kuxwezzVph.jpg
Kathakali,,U,"Action, Thriller            ","    An honest, simple common man is caught in a web of problems when is he accused of killing the leader of a local rowdy gang.",125,6.5,868,368012.0,te,https://image.tmdb.org/t/p/w500//fFPLFLH7rgn0f2k5VhUWgG6G1tn.jpg
Krishnarjuna Yudham,2018.0,UA,"Action, Comedy            ",    A pair of look-a-likes hatch a plan to win over the women they love.,156,5.6,861,500565.0,te,https://image.tmdb.org/t/p/w500//oAyQUFJuB7XikP6Qx4SzV87doKs.jpg
Express Raja,2016.0,,"Action, Comedy, Romance            ","    After handing over his girlfriend's favorite dog to dog catchers, Raja loses his love. Now, Raja has to go on an adventurous quest to find the dog before its too late.",150,7.1,851,378774.0,te,https://image.tmdb.org/t/p/w500//p7SZECJUNoGH6d2LNrAI5Lu7bjY.jpg
Kuselan,2008.0,U,"Comedy, Drama, Family            ",    Kuselan revolves around the tale of a beautiful friendship between a popular actor and a poor barber.,165,4.7,849,12274.0,te,https://image.tmdb.org/t/p/w500//6Cp1L4hhPa83IF7bA3Ac2VDRN1F.jpg
